Cód. UO;Categoria;Descrição categ.;Nome UO;Sigla UO;Data criação;Endereço;Compl. Endereço;Bairro;CEP;Cód. Município;Nome município;UF;DDD;Telefone;Ramal;Fax;e-mail;Porte;CNPJ;Unidade ativa;Situação Unidade;Descrição situação unidade;Horário início atend.;Horário fim atend.
17001190;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO DE JANEIRO-JACARE;APSRJP;17/08/2006;RUA BARÃO, 207                        ;;PRACA SECA   ;21321620       ;17064;RIO DE JANEIRO     ;RJ;21;22723996;;38337227;aps17001190@inss.gov.br;A;29979036126403;1;1;EM FUNCIONAMENTO;700;1700
17001220;36;apsai   ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO ACORDOS I;APSAIR;12/09/2011;R PEDRO LESSA 36                      ;SALA 519 - 5º AND   ;CENTRO       ;20030030       ;17064;RIO DE JANEIRO     ;RJ;21;22723438;;;apsai17001220@inss.gov.;D;;1;1;EM FUNCIONAMENTO;700;1700
17002050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO DE JANEIRO - AVEN;APSRAB;29/09/2000;AV BRASIL, 17673                      ;;IRAJA        ;21230043       ;17064;RIO DE JANEIRO     ;RJ;21;33623426;;;aps17002050@inss.gov.br;A;29979036135666;1;1;EM FUNCIONAMENTO;700;1700
17002110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO DE JANEIRO-OLINDA;APSRJO;29/09/2000;R OLINDA ELLIS, 801                   ;;CAMPO GRANDE ;23017120       ;17064;RIO DE JANEIRO     ;RJ;21;31587217;;;aps17002110@inss.gov.br;C;;1;1;EM FUNCIONAMENTO;700;1700
17002150;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO DE JANEIRO-REALEN;APSREA;17/08/2006;R MARECHAL MODESTINO, 160             ;LOJAS A E B         ;REALENGO     ;21735330       ;17064;RIO DE JANEIRO     ;RJ;21;33712860;;;aps17002150@inss.gov.br;C;29979036120200;1;1;EM FUNCIONAMENTO;700;1700
17021010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BOM JESUS DO ITABAPOA;APSBJI;29/09/2000;AV. ROBERTO SILVEIRA, 102             ;PREDIO PRÓRIO       ;CENTRO       ;28360000       ;17006;BOM JESUS DO ITABAP;RJ;22;38312205;;38312196;aps17021010@inss.gov.br;B;29979036024830;1;1;EM FUNCIONAMENTO;800;1600
17021040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ITAPERUNA            ;APSITA;29/09/2000;AV. FRANCISCO SA TINOCO, 92           ;;CENTRO       ;28300000       ;17022;ITAPERUNA          ;RJ;22;38241845;;38220113;aps17021040@inss.gov.br;B;29979036023434;1;1;EM FUNCIONAMENTO;700;1700
17021070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO FIDELIS          ;APSSFD;29/09/2000;AV. SETE DE SETEMBRO, 443             ;;CENTRO       ;28400000       ;17048;SAO FIDELIS        ;RJ;22;27581159;;27582366;aps17021070@inss.gov.br;C;29979036024163;1;1;EM FUNCIONAMENTO;700;1700
17021100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ITALVA               ;APSITV;08/10/2003;RUA CORONEL LUIZ SALLES,  152         ;;CENTRO       ;28250000       ;17065;ITALVA             ;RJ;22;27831090;;27831090;aps17021100@inss.gov.br;D;29979036087165;1;1;EM FUNCIONAMENTO;700;1700
17021140;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PORCIÚNCULA          ;APSPOC;08/10/2003;PRAÇA SANTO ANTONIO, 35               ;;CENTRO       ;28390000       ;17041;PORCIUNCULA        ;RJ;22;38421147;;38421147;aps17021140@inss.gov.br;D;29979036086940;1;1;EM FUNCIONAMENTO;800;1400
17021170;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CASIMIRO DE ABREU    ;APSCAA;10/06/1999;AV. INDAIASÚ, 25                      ;;CENTRO       ;28860000       ;17013;CASIMIRO DE ABREU  ;RJ;22;27781384;;27781080;aps17021170@inss.gov.br;D;29979036089290;1;1;EM FUNCIONAMENTO;700;1700
17021200;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJC;12/09/2011;PRAÇA DO SANTISSIMO SALVADOR, 45/47   ;PRÉDIO PRÓPRIO      ;CENTRO       ;28010000       ;17010;CAMPOS DOS GOYTACAZ;RJ;22;27372857;;;apsdj17021200@inss.gov.;D;;1;1;EM FUNCIONAMENTO;800;1600
17022030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL DUQUE DE CAXIAS-JARDI;APSDQJ;29/09/2000;R JORNALISTA MOACIR PADILHA           ;;JARDIM PRIMAV;25215250       ;17017;DUQUE DE CAXIAS    ;RJ;21;27761145;;27761149;aps17022030@inss.gov.br;C;29979036112100;1;1;EM FUNCIONAMENTO;700;1700
17022060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MAGÉ                 ;APSMAG;29/09/2000;AV. SIMÃO DA MOTA, 785                ;;CENTRO       ;25900000       ;17025;MAGE               ;RJ;21;26330260;;26337550;aps17022060@inss.gov.br;B;29979036022462;1;1;EM FUNCIONAMENTO;700;1600
17022090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL NILÓPOLIS            ;APSNIL;29/09/2000;RUA MIRANDELA, 351                    ;;CENTRO       ;26520330       ;17032;NILOPOLIS          ;RJ;21;26911165;;27910405;aps17022090@inss.gov.br;B;29979036023272;1;1;EM FUNCIONAMENTO;700;1700
17022120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PARACAMBI            ;APSPAR;29/09/2000;RUA AMERICO RODRIGUES FERREIRA,290    ;;CENTRO       ;26600000       ;17036;PARACAMBI          ;RJ;21;26832448;;26832447;aps17022120@inss.gov.br;C;29979036023868;1;1;EM FUNCIONAMENTO;700;1700
17022160;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL DUQUE DE CAXIAS - AVE;APSDCN;08/08/2006;AV. NILO PEÇANHA, 782                 ;;CENTRO       ;25010144       ;17017;DUQUE DE CAXIAS    ;RJ;21;37743414;;;aps17022160@inss.gov.br;D;29979036120472;1;1;EM FUNCIONAMENTO;700;1700
17023010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ARARUAMA             ;APSARM;29/09/2000;RODOVIA AMARAL PEIXOTO  KM 85   Nº 125;;CENTRO       ;28970000       ;17002;ARARUAMA           ;RJ;21;27077495;;26651572;aps17023010@inss.gov.br;B;29979036024597;1;1;EM FUNCIONAMENTO;700;1600
17023050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MARICÁ               ;APSMAR;29/09/2000;R DOMICIO DA GAMA, 115                ;;CENTRO       ;24900815       ;17027;MARICA             ;RJ;21;27077497;;;aps17023050@inss.gov.br;C;29979036112020;1;1;EM FUNCIONAMENTO;800;1600
17023090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO BONITO           ;APSRIO;29/09/2000;AVENIDA MANOEL DUARTE, 715            ;;CENTRO       ;28800000       ;17043;RIO BONITO         ;RJ;21;27340407;;27340540;aps17023090@inss.gov.br;C;29979036024910;1;1;EM FUNCIONAMENTO;700;1700
17023130;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ARRAIAL DO CABO      ;APSARC;08/10/2003;R. BENJAMIN CONSTANT, 48 TÉRREO       ;;CENTRO       ;28930000       ;17066;ARRAIAL DO CABO    ;RJ;21;27077498;;26224457;aps17023130@inss.gov.br;D;29979036087408;1;1;EM FUNCIONAMENTO;700;1700
17023170;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SAQUAREMA            ;APSSAQ;08/10/2003;RUA HEITOR BRAVO  08  LOJA 2          ;;BACAXA - BACA;28990000       ;17055;SAQUAREMA          ;RJ;22;26532376;;26532376;aps17023170@inss.gov.br;D;29979036087599;1;1;EM FUNCIONAMENTO;700;1700
17023210;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJN;12/09/2011;R DR BORMAN 6                         ;SALA 501            ;CENTRO       ;24020320       ;17033;NITEROI            ;RJ;21;26180762;;;apsdj17023210@inss.gov.;D;;1;1;EM FUNCIONAMENTO;900;1700
17024030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PARAÍBA DO SUL       ;APSPAR;29/09/2000;RUA VISCONDE DO RIO NOVO   333 A      ;;CENTRO       ;25850000       ;17037;PARAIBA DO SUL     ;RJ;24;22631073;;22632313;aps17024030@inss.gov.br;C;29979036024678;1;1;EM FUNCIONAMENTO;800;1800
17024060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TRÊS RIOS            ;APSTRI;29/09/2000;AV CONDESSA DE RIO NOVO   1787        ;;CENTRO       ;25803000       ;17060;TRES RIOS          ;RJ;24;22521816;;22523930;aps17024060@inss.gov.br;B;29979036023191;1;1;EM FUNCIONAMENTO;800;1800
17024090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CORDEIRO             ;APSCOR;08/10/2003;RUA DR ADIR VAHIA DE ABREU   76       ;;CENTRO       ;28540000       ;17015;CORDEIRO           ;RJ;22;25510195;;25510194;aps17024090@inss.gov.br;D;29979036024406;1;1;EM FUNCIONAMENTO;800;1800
17024120;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJP;12/09/2011;R CORONEL GALIANO DAS NEVES Nº 8      ;;CENTRO       ;28625000       ;17034;NOVA FRIBURGO      ;RJ;24;22929022;;22423516;apsdj17024120@inss.gov.;D;;1;1;EM FUNCIONAMENTO;800;1800
17025030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BARRA MANSA          ;APSBMS;29/09/2000;AVENIDA DOMINGOS MARIANO 317          ;;CENTRO       ;27345310       ;17004;BARRA MANSA        ;RJ;24;30242390;;33223521;aps17025030@inss.gov.br;B;29979036022110;1;1;EM FUNCIONAMENTO;800;1800
17025060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL VASSOURAS            ;APSVAS;29/09/2000;RUA OTÁVIO GOMES 88/90                ;;CENTRO       ;27700000       ;17062;VASSOURAS          ;RJ;24;24711250;;24712545;aps17025060@inss.gov.br;C;29979036024082;1;1;EM FUNCIONAMENTO;800;1800
17025090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MENDES               ;APSMEN;08/10/2003;PRAÇA DR. JOÃO NÉRI 2                 ;;CENTRO       ;26700000       ;17028;MENDES             ;RJ;24;24653130;;24653108;aps17025090@inss.gov.br;D;29979036023787;1;1;EM FUNCIONAMENTO;800;1500
17025120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PIRAÍ                ;APSPIR;08/10/2003;RUA EPITÁCIO CAMPOS 15                ;;CENTRO       ;27175000       ;17040;PIRAI              ;RJ;24;24311473;;24311473;aps17025120@inss.gov.br;D;29979036086002;1;1;EM FUNCIONAMENTO;800;1500
18001020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL JOÃO CÂMARA          ;APSJCA;29/09/2000;RUA 29 DE OUTUBRO, 250                ;;CENTRO       ;59550000       ;18057;JOAO CAMARA        ;RN;84;32622061;;32622506;aps18001020@inss.gov.br;C;29979036113930;1;1;EM FUNCIONAMENTO;700;1700
18001050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL NATAL-NAZARÉ         ;APSNNA;29/09/2000;AVENIDA  CORONEL ESTEVAM, 2207        ;;NOSSA SENHORA;59062200       ;18081;NATAL              ;RN;84;32053985;;32054495;aps18001050@inss.gov.br;B;29979036051640;1;1;EM FUNCIONAMENTO;700;1700
18001080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PARNAMIRIM           ;APSPAR;29/09/2000;RUA DOUTOR CARLOS MATHEUS, 1484       ;;CENTRO       ;59140250       ;18090;PARNAMIRIM         ;RN;84;32722667;;32724382;aps18001080@inss.gov.br;C;29979036114316;1;1;EM FUNCIONAMENTO;700;1600
18001120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CEARÁ MIRIM          ;APSCEM;21/12/2004;RUA JORGE FERNANDES CÂMARA , 26       ;;CENTRO       ;59570000       ;18026;CEARA-MIRIM        ;RN;84;32742174;;;aps18001120@inss.gov.br;D;29979036123307;1;1;EM FUNCIONAMENTO;700;1700
18021010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL AÇU                  ;APSACU;29/09/2000;AVENIDA SENADOR JOÃO CÂMARA           ;314                 ;CENTRO       ;59650000       ;18002;ACU                ;RN;84;33312037;;33312968;aps18021010@inss.gov.br;C;29979036025640;1;1;EM FUNCIONAMENTO;700;1300
18021040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CAICÓ                ;APSCAI;29/09/2000;RUA ANÍBAL DA CUNHA MACÊDO            ;SN                  ;CENTRO       ;59300000       ;18020;CAICO              ;RN;84;34211778;;34211986;aps18021040@inss.gov.br;C;29979036025720;1;1;EM FUNCIONAMENTO;700;1700
18021070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PAU DOS FERROS       ;APSPAU;29/09/2000;AVENIDA GETÚLIO VARGAS                ;1502                ;CENTRO       ;59900000       ;18094;PAU DOS FERROS     ;RN;84;33512469;;33512123;aps18021070@inss.gov.br;C;29979036062170;1;1;EM FUNCIONAMENTO;700;1700
18021110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PATÚ                 ;APSPAT;01/12/2004;RUA ANA LIRA                          ;SN                  ;CENTRO       ;59770000       ;18093;PATU               ;RN;84;33612227;;33612311;aps18021110@inss.gov.br;D;29979036123145;1;1;EM FUNCIONAMENTO;700;1300
18021140;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL JUCURUTU             ;APSJUC;04/10/2011;RUA MAJOR LULA                        ;SN                  ;CENTRO       ;59330000       ;18060;JUCURUTU           ;RN;84;34292034;;34292535;aps18021140@inss.gov.br;D;29979036141127;1;1;EM FUNCIONAMENTO;700;1300
19001010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PORTO ALEGRE-AZENHA  ;APSPAA;29/09/2000;AV. ÉRICO VERÍSSIMO, 495              ;;MENINO DEUS  ;90160181       ;19150;PORTO ALEGRE       ;RS;51;32085415;;32330532;aps19001010@inss.gov.br;B;29979036089613;1;1;EM FUNCIONAMENTO;700;1700
19001050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PORTO ALEGRE-PARTENON;APSPAP;29/09/2000;AV. BENTO GONÇALVES, 867              ;ACESSO JULIO BOCACIO;PARTENON     ;90650002       ;19150;PORTO ALEGRE       ;RS;51;32231834;;32231234;aps19001050@inss.gov.br;B;29979036089966;1;1;EM FUNCIONAMENTO;700;1700
19001080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL VIAMÃO               ;APSVIA;29/09/2000;RUA CRESCÊNCIO DE ANDRADE, 33         ;;CENTRO       ;94410040       ;19231;VIAMAO             ;RS;51;34856056;;;aps19001080@inss.gov.br;C;29979036101761;1;1;EM FUNCIONAMENTO;700;1700
19001120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PORTO ALEGRE - PARTEN;APSPPI;08/08/2006;AV. BENTO GONÇALVES, 867              ;1º ANDAR            ;PARTENON     ;90650002       ;19150;PORTO ALEGRE       ;RS;51;32089800;;;aps19001120@inss.gov.br;A;29979036119113;1;1;EM FUNCIONAMENTO;700;1700
19021030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ESTEIO               ;APSETI;29/09/2000;R GENERAL JOSE MACHADO LOPES  256     ;;CENTRO       ;93265040       ;19076;ESTEIO             ;RS;51;34731888;;34731622;aps19021030@inss.gov.br;B;29979036028150;1;1;EM FUNCIONAMENTO;700;1700
19021060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL OSÓRIO               ;APSOSO;29/09/2000;FIRMIANO OSORIO 949                   ;OSORIO              ;CENTRO       ;95520000       ;19136;OSORIO             ;RS;51;36632785;;36632855;aps19021060@inss.gov.br;B;29979036029394;1;1;EM FUNCIONAMENTO;800;1800
19021090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BUTIÁ                ;APSBUT;08/10/2003;AV. LEANDRO DE ALMEIDA, 356           ;;CENTRO       ;96750000       ;19027;BUTIA              ;RS;51;36521456;;36521450;aps19021090@inss.gov.br;D;29979036074500;1;1;EM FUNCIONAMENTO;800;1400
19022010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BENTO GONÇALVES      ;APSBEN;29/09/2000;RUA JULIO DE CASTILHOS, 291           ;;CENTRO       ;95700000       ;19021;BENTO GONCALVES    ;RS;54;34522529;;34522349;aps19022010@inss.gov.br;B;29979036026964;1;1;EM FUNCIONAMENTO;700;1700
19022040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL FARROUPILHA          ;APSFAR;29/09/2000;RUA CORONEL PENA DE MORAES, 59-A      ;;CENTRO       ;95180000       ;19078;FARROUPILHA        ;RS;54;32681144;;32613132;aps19022040@inss.gov.br;C;29979036052612;1;1;EM FUNCIONAMENTO;800;1800
19022070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL VERANÓPOLIS          ;APSVER;29/09/2000;RUA GENERAL FLORES DA CUNHA 454       ;;CENTRO       ;95330000       ;19229;VERANOPOLIS        ;RS;54;34412229;;34412339;aps19022070@inss.gov.br;C;29979036052701;1;1;EM FUNCIONAMENTO;800;1400
19023010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CERRO LARGO          ;APSCER;29/09/2000;RUA SETE DE SETEMBRO 160              ;PREDIO              ;CENTRO       ;97900000       ;19051;CERRO LARGO        ;RS;55;33591466;;33591996;aps19023010@inss.gov.br;C;29979036043893;1;1;EM FUNCIONAMENTO;800;1400
19023040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL IJUÍ                 ;APSIJU;29/09/2000;RUA  BENJAMIN CONSTANT, 566           ;PRÉDIO              ;CENTRO       ;98700000       ;19102;IJUI               ;RS;55;33051245;;;aps19023040@inss.gov.br;B;29979036100102;1;1;EM FUNCIONAMENTO;800;1800
19023070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SANTA ROSA           ;APSSAR;29/09/2000;RUA DR JOÃO DAHNE  197                ;PREDIO              ;CENTRO       ;98900000       ;19173;SANTA ROSA         ;RS;55;35126660;;35125347;aps19023070@inss.gov.br;B;29979036029041;1;1;EM FUNCIONAMENTO;800;1800
19023100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TRÊS DE MAIO         ;APSTMA;29/09/2000;AV. SANTA ROSA  1381                  ;PREDIO              ;CENTRO       ;98910000       ;19219;TRES DE MAIO       ;RS;55;35351548;;35351688;aps19023100@inss.gov.br;C;29979036044199;1;1;EM FUNCIONAMENTO;800;1800
19023130;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL HORIZONTINA          ;APSHOR;08/10/2003;RUA SÃO CRISTÓVÃO  1386               ;PREDIO              ;CENTRO       ;98920000       ;19096;HORIZONTINA        ;RS;55;35371907;;35371170;aps19023130@inss.gov.br;D;29979036052370;1;1;EM FUNCIONAMENTO;800;1400
19023170;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJI;12/09/2011;20 DE SETEMBRO                        ;275                 ;CENTRO       ;98700000       ;19102;IJUI               ;RS;55;33051200;;;apsdj19023170@inss.gov.;D;;1;1;EM FUNCIONAMENTO;800;1400
19024030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ENCANTADO            ;APSENC;29/09/2000;RUA JOÃO LUCCA, 1.867                 ;;CENTRO       ;95960000       ;19067;ENCANTADO          ;RS;51;37511651;;37511665;aps19024030@inss.gov.br;C;29979036029718;1;1;EM FUNCIONAMENTO;800;1400
19024060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MONTENEGRO           ;APSMON;29/09/2000;RUA OLAVO BILAC, 1284                 ;;CENTRO       ;95780000       ;19124;MONTENEGRO         ;RS;51;36321080;;36322491;aps19024060@inss.gov.br;B;29979036027936;1;1;EM FUNCIONAMENTO;800;1800
19024090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO SEBASTIÃO DO CAÍ ;APSSSC;29/09/2000;RUA BENJAMIN COSTANT, 182             ;;CENTRO       ;95760000       ;19196;SAO SEBASTIAO DO CA;RS;51;36351107;;36351173;aps19024090@inss.gov.br;C;29979036030643;1;1;EM FUNCIONAMENTO;800;1400
19024120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TAQUARI              ;APSTQI;29/09/2000;RUA OSVALDO ARANHA, 2.536             ;;CENTRO       ;95860000       ;19214;TAQUARI            ;RS;51;36531999;;36531665;aps19024120@inss.gov.br;C;29979036052299;1;1;EM FUNCIONAMENTO;800;1400
19025010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CARAZINHO            ;APSCAR;29/09/2000;AV. PÁTRIA, 525                       ;;CENTRO       ;99500000       ;19046;CARAZINHO          ;RS;54;33302414;;33302416;aps19025010@inss.gov.br;A;29979036026026;1;1;EM FUNCIONAMENTO;800;1800
19025040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL LAGOA VERMELHA       ;APSLAG;29/09/2000;RUA BENTO GONÇALVES, 304              ;;CENTRO       ;95300000       ;19113;LAGOA VERMELHA     ;RS;54;33581185;;33581360;aps19025040@inss.gov.br;B;29979036030058;1;1;EM FUNCIONAMENTO;800;1400
19025070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CASCA                ;APSCAS;08/10/2003;RUA GAL. PINHEIRO MACHADO   20        ;;CENTRO       ;99260000       ;19048;CASCA              ;RS;54;33471020;;33471499;aps19025070@inss.gov.br;D;29979036109908;1;1;EM FUNCIONAMENTO;800;1800
19025110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SERAFINA CORREA      ;APSSFC;08/10/2003;RUA COSTA E SILVA  703                ;;CENTRO       ;99250000       ;19204;SERAFINA CORREA    ;RS;54;34441156;;34441088;aps19025110@inss.gov.br;D;29979036089109;1;1;EM FUNCIONAMENTO;800;1800
19025140;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SARANDI              ;APSSAR;14/02/2012;AV SETE DE SETEMBRO 2111              ;;CENTRO       ;99560000       ;19201;SARANDI            ;RS;54;33612399;;33612401;aps19025140@inss.gov.br;D;29979036143928;1;1;EM FUNCIONAMENTO;700;1700
19026030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL JAGUARÃO             ;APSJAG;29/09/2000;AV. 27 DE JANEIRO, 1156               ;;CENTRO       ;96300000       ;19110;JAGUARAO           ;RS;53;2611444;;32611044;aps19026030@inss.gov.br;C;29979036029980;1;1;EM FUNCIONAMENTO;800;1400
19026060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO LOURENÇO DO SUL  ;APSSLO;29/09/2000;RUA MARECHAL FLORIANO, 2174           ;;CENTRO       ;96170000       ;19189;SAO LOURENCO DO SUL;RS;53;32513460;;32511287;aps19026060@inss.gov.br;C;29979036075744;1;1;EM FUNCIONAMENTO;800;1400
19026100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TAPES                ;APSTAP;08/10/2003;RUA GETULIO VARGAS, SOBRELOJA DO BB   ;;CENTRO       ;96760000       ;19212;TAPES              ;RS;51;36721332;;36721332;aps19026100@inss.gov.br;D;29979036071242;1;1;EM FUNCIONAMENTO;800;1400
19027020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CACHOEIRA DO SUL     ;APSCAC;29/09/2000;RUA GENERAL PORTINHO, 1785            ;;AUGUSTA      ;96508061       ;19030;CACHOEIRA DO SUL   ;RS;51;37222053;;37222741;aps19027020@inss.gov.br;B;29979036027006;1;1;EM FUNCIONAMENTO;700;1700
19027050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SANTA CRUZ DO SUL    ;APSSCS;29/09/2000;RUA RAMIRO BARCELOS, 1430             ;;CENTRO       ;96810152       ;19169;SANTA CRUZ DO SUL  ;RS;51;37113933;;37112882;aps19027050@inss.gov.br;A;29979036026611;1;1;EM FUNCIONAMENTO;700;1700
19027080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL VENÂNCIO AIRES       ;APSVEN;10/10/2001;RUA JACOB BECKER, 1733                ;;CENTRO       ;95800000       ;19227;VENANCIO AIRES     ;RS;51;37412032;;37411453;aps19027080@inss.gov.br;C;29979036043540;1;1;EM FUNCIONAMENTO;700;1700
19027120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SOBRADINHO           ;APSSOB;21/01/2001;RUA PEDRO ALVARES CABRAL, SN          ;;CENTRO       ;96900000       ;19208;SOBRADINHO         ;RS;51;37421742;;37421208;aps19027120@inss.gov.br;D;29979036071757;1;1;EM FUNCIONAMENTO;800;1400
19028010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ALEGRETE             ;APSALT;29/09/2000;BENTO GONÇALVES, 592 FUNDOS           ;;CIDADE ALTA  ;97542130       ;19004;ALEGRETE           ;RS;55;34221859;;34221595;aps19028010@inss.gov.br;C;29979036029475;1;1;EM FUNCIONAMENTO;800;1800
19028040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO GABRIEL          ;APSSGB;29/09/2000;PRAÇA CAMILO MÉRCIO, 77               ;;CENTRO       ;97300000       ;19184;SAO GABRIEL        ;RS;55;32326290;;32326411;aps19028040@inss.gov.br;C;29979036030481;1;1;EM FUNCIONAMENTO;800;1400
19028070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ITAQUI               ;APSITA;08/10/2003;RUA BORGES DO CANTO, 984              ;;CENTRO       ;97650000       ;19106;ITAQUI             ;RS;55;34331101;;4332501;aps19028070@inss.gov.br;D;29979036029807;1;1;EM FUNCIONAMENTO;800;1800
20001010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BIGUAÇÚ              ;APSBIG;29/09/2000;RUA GETÚLIO VARGAS, 70                ;;CENTRO       ;88160000       ;20023;BIGUACU            ;SC;48;32988217;;;aps20001010@inss.gov.br;C;29979036086606;1;1;EM FUNCIONAMENTO;700;1700
20001040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL FLORIANÓPOLIS-CONTINE;APSFCN;29/09/2000;AV. IVO SILVEIRA, 1960                ;;CAPOEIRAS    ;88085000       ;20053;FLORIANOPOLIS      ;SC;48;32485775;;32484846;aps20001040@inss.gov.br;B;29979036058653;1;1;EM FUNCIONAMENTO;700;1700
20001070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PALHOÇA              ;APSPAL;29/09/2000;RUA BARÃO DO RIO BRANCO,  277         ;;CENTRO       ;88130101       ;20117;PALHOCA            ;SC;48;32422378;;;aps20001070@inss.gov.br;C;29979036081477;1;1;EM FUNCIONAMENTO;700;1700
